caseid,task,user,end_timestamp,role,dur,ac_index,rl_index,dur_norm
1-625322174,Accepted-Wait,Tom,Thu Dec 22 14:52:47 CET 2011,Rolle 1,8,5,2,0.08452379887561
1-625322174,Completed-Closed,Tom,Mon Apr 16 14:55:11 CEST 2012,Rolle 1,10018944,4,2,0.6201107833756787
1-625459293,Accepted-In Progress,Britt,Mon Dec 19 03:13:32 CET 2011,Rolle 1,0,2,2,0.0
1-625459293,Queued-Awaiting Assignment,Britt,Mon Dec 19 03:14:22 CET 2011,Rolle 1,50,1,2,0.15125119317446326
1-625459293,Accepted-In Progress,Britt,Thu Jan 05 14:08:46 CET 2012,Rolle 1,1508064,2,2,0.5472650080199998
1-625459293,Accepted-Wait,Britt,Thu Jan 05 14:25:39 CET 2012,Rolle 1,1013,5,2,0.2662653832828424
1-625459293,Completed-Closed,Britt,Thu Jan 19 16:33:55 CET 2012,Rolle 1,1217296,4,2,0.5390252782987612
1-625628532,Accepted-In Progress,Per,Mon Dec 19 09:09:42 CET 2011,Rolle 1,0,2,2,0.0
1-625628532,Completed-Closed,Per,Fri Apr 20 09:23:30 CEST 2012,Rolle 1,10624428,4,2,0.6223680410166202
1-625634702,Accepted-In Progress,Kwewat,Mon Dec 19 08:49:47 CET 2011,Rolle 1,0,2,2,0.0
1-625634702,Accepted-Wait,Kwewat,Mon Dec 19 09:13:42 CET 2011,Rolle 1,1435,5,2,0.27965080601436515
1-625634702,Completed-Closed,Kwewat,Wed Jan 18 05:53:58 CET 2012,Rolle 1,2580016,4,2,0.5679213522851971
1-625634824,Accepted-In Progress,Kwewat,Mon Dec 19 08:57:11 CET 2011,Rolle 1,0,2,2,0.0
1-625634824,Accepted-Wait,Kwewat,Mon Dec 19 09:13:17 CET 2011,Rolle 1,966,5,2,0.26443968315934474
1-625634824,Completed-Closed,Kwewat,Fri Jan 20 08:24:03 CET 2012,Rolle 1,2761846,4,2,0.5705411941660481
1-625634936,Accepted-In Progress,Kwewat,Mon Dec 19 09:03:01 CET 2011,Rolle 1,0,2,2,0.0
1-625634936,Accepted-Wait,Kwewat,Mon Dec 19 09:12:46 CET 2011,Rolle 1,585,5,2,0.24517166138621838
1-625634936,Completed-Closed,Kwewat,Mon Apr 09 05:19:42 CEST 2012,Rolle 1,9659216,4,2,0.6187041767740888
1-625646775,Accepted-In Progress,Kim,Mon Dec 19 09:00:43 CET 2011,Rolle 1,0,2,2,0.0
1-625646775,Completed-Closed,Kim,Wed Feb 01 09:56:47 CET 2012,Rolle 1,3804964,4,2,0.5828667563479932
1-626102521,Accepted-In Progress,Nicolas,Mon Dec 19 15:15:13 CET 2011,Rolle 1,0,2,2,0.0
1-626102521,Completed-Closed,Nicolas,Mon Mar 19 15:29:08 CET 2012,Rolle 1,7863235,4,2,0.610790666439149
1-626212681,Accepted-In Progress,Henrik,Mon Dec 19 17:02:25 CET 2011,Rolle 1,0,2,2,0.0
1-626212681,Accepted-Wait,Henrik,Wed Jan 04 11:26:26 CET 2012,Rolle 1,1362241,5,2,0.5433529409055345
1-626212681,Accepted-In Progress,Henrik,Mon Feb 20 10:32:17 CET 2012,Rolle 1,4057551,2,2,0.5853392399697325
1-626212681,Completed-Closed,Henrik,Mon Feb 20 10:35:33 CET 2012,Rolle 1,196,4,2,0.20323659856749837
1-626292231,Accepted-In Progress,Vaibhav,Tue Dec 20 01:48:36 CET 2011,Rolle 1,0,2,2,0.0
1-626292231,Accepted-In Progress,Vaibhav,Tue Dec 20 01:49:14 CET 2011,Rolle 1,38,2,2,0.14093149646144568
1-626292231,Accepted-Wait,Vaibhav,Tue Feb 07 19:48:51 CET 2012,Rolle 1,4298377,5,2,0.5875572495952737
1-626292231,Completed-Closed,Vaibhav,Mon May 28 11:50:17 CEST 2012,Rolle 1,9558086,4,2,0.6182992969726152
1-626292231,Accepted-In Progress,Vaibhav,Mon May 28 12:04:15 CEST 2012,Rolle 1,838,2,2,0.25897763460825746
1-626292231,Completed-Closed,Vaibhav,Mon May 28 12:06:04 CEST 2012,Rolle 1,109,4,2,0.18082014062424928
1-626462354,Accepted-In Progress,Karin,Tue Dec 20 08:59:29 CET 2011,Rolle 1,0,2,2,0.0
1-626462354,Accepted-Wait,Karin,Thu Feb 02 10:43:55 CET 2012,Rolle 1,3807866,5,2,0.5828960845702367
1-626462354,Completed-Closed,Karin,Tue Apr 17 11:02:51 CEST 2012,Rolle 1,6477536,4,2,0.6033332564339622
1-626510640,Accepted-In Progress,Lisbeth,Tue Dec 20 09:39:32 CET 2011,Rolle 1,0,2,2,0.0
1-626510640,Accepted-Wait,Lisbeth,Tue Dec 20 10:03:49 CET 2011,Rolle 1,1457,5,2,0.280235686424586
1-626510640,Accepted-In Progress,Lisbeth,Tue Dec 20 14:19:22 CET 2011,Rolle 1,15333,2,2,0.3707521900069647
1-626510640,Accepted-Wait,Lisbeth,Wed Dec 21 10:40:49 CET 2011,Rolle 1,73287,5,2,0.4309293033696357
1-626510640,Accepted-In Progress,Lisbeth,Thu Feb 02 08:45:56 CET 2012,Rolle 1,3708307,2,2,0.5818769216850135
1-626510640,Accepted-Wait,Lisbeth,Thu Feb 02 13:44:11 CET 2012,Rolle 1,17895,5,2,0.37669574223699587
1-626510640,Accepted-In Progress,Lisbeth,Thu Feb 02 14:37:55 CET 2012,Rolle 1,3224,2,2,0.31077452259978755
1-626510640,Completed-Closed,Lisbeth,Thu Feb 02 14:39:10 CET 2012,Rolle 1,75,4,2,0.16659654985383293
1-626515794,Accepted-In Progress,Ian,Tue Dec 20 14:07:40 CET 2011,Rolle 1,0,2,2,0.0
1-626515794,Accepted-Assigned,Ian,Tue Dec 20 14:26:59 CET 2011,Rolle 1,1159,3,2,0.271440046090969
1-626515794,Accepted-Assigned,Ian,Fri Dec 23 15:33:36 CET 2011,Rolle 1,263197,3,2,0.4801115759529802
1-626515794,Accepted-In Progress,Andrew,Fri Jan 06 14:12:19 CET 2012,Rolle 1,1204723,2,2,0.5386258862010977
1-626515794,Completed-Closed,Andrew,Fri Jan 06 14:13:30 CET 2012,Rolle 1,71,4,2,0.16451666826887804
1-626760391,Accepted-In Progress,Gregory,Tue Dec 20 14:43:16 CET 2011,Rolle 1,0,2,2,0.0
1-626760391,Accepted-In Progress,Gregory,Thu Jan 12 17:33:11 CET 2012,Rolle 1,1997395,2,2,0.5580752917126707
1-626760391,Completed-Closed,Gregory,Thu Jan 12 17:33:48 CET 2012,Rolle 1,37,4,2,0.13993226005607692
1-626834451,Accepted-In Progress,Cyril,Tue Dec 20 16:25:10 CET 2011,Rolle 1,0,2,2,0.0
1-626834451,Accepted-Assigned,Cyril,Tue Dec 20 16:26:35 CET 2011,Rolle 1,85,3,2,0.17135178573648224
1-626834451,Completed-Closed,Cyril,Wed Feb 01 12:03:13 CET 2012,Rolle 1,3699398,4,2,0.581784392246347
1-627163101,Accepted-In Progress,Arnaud,Wed Dec 21 07:14:19 CET 2011,Rolle 1,0,2,2,0.0
1-627163101,Accepted-Wait,Arnaud,Wed Jan 18 12:17:47 CET 2012,Rolle 1,2437408,5,2,0.5657340215448745
1-627163101,Accepted-In Progress,Arnaud,Wed Feb 01 12:23:43 CET 2012,Rolle 1,1209956,2,2,0.5387926209827588
1-627163101,Accepted-In Progress,Arnaud,Thu Apr 12 11:35:52 CEST 2012,Rolle 1,6127929,2,2,0.6011988991217156
1-627163101,Accepted-In Progress,Bruno,Thu Apr 19 14:28:17 CEST 2012,Rolle 1,615145,2,2,0.5127694737962283
1-627163101,Completed-Closed,Bruno,Wed May 09 10:32:27 CEST 2012,Rolle 1,1713850,4,2,0.5521857180907618
1-627190551,Accepted-In Progress,Kymaria,Wed Dec 21 09:06:12 CET 2011,Rolle 1,0,2,2,0.0
1-627190551,Completed-Closed,Kymaria,Wed Dec 21 09:13:03 CET 2011,Rolle 1,411,4,2,0.2316193673851738
1-627190551,Accepted-In Progress,Kymaria,Thu Dec 29 09:47:16 CET 2011,Rolle 1,693253,2,2,0.5173678684854347
1-627190551,Accepted-Wait,Kymaria,Thu Dec 29 09:47:23 CET 2011,Rolle 1,7,5,2,0.07999286939326805
1-627190551,Accepted-In Progress,Kymaria,Wed Jan 18 16:22:21 CET 2012,Rolle 1,1751698,2,2,0.5530259953083921
1-627190551,Accepted-Wait,Kymaria,Wed Jan 18 16:31:17 CET 2012,Rolle 1,536,5,2,0.24181253211579787
1-627190551,Completed-Closed,Kymaria,Fri Feb 10 10:28:45 CET 2012,Rolle 1,1965448,4,2,0.5574550414459774
1-627336700,Accepted-In Progress,Valter,Wed Dec 21 10:39:43 CET 2011,Rolle 1,0,2,2,0.0
1-627336700,Accepted-Assigned,Valter,Wed Dec 21 10:40:06 CET 2011,Rolle 1,23,3,2,0.12225476883107306
1-627336700,Accepted-In Progress,Valter,Mon Jan 30 14:18:50 CET 2012,Rolle 1,3469124,2,2,0.5793121036597001
1-627336700,Completed-Closed,Valter,Mon Jan 30 14:18:51 CET 2012,Rolle 1,1,4,2,0.026664289797756018
1-627337013,Accepted-In Progress,Alex,Wed Dec 21 11:13:58 CET 2011,Rolle 1,0,2,2,0.0
1-627337013,Accepted-In Progress,Alex,Thu Jan 26 14:12:53 CET 2012,Rolle 1,3121135,2,2,0.5752457834001289
1-627337013,Completed-Closed,Alex,Thu Mar 01 15:37:25 CET 2012,Rolle 1,3029072,4,2,0.5740940227285228
1-627532005,Accepted-In Progress,Grzegorz,Wed Dec 21 14:33:20 CET 2011,Rolle 1,0,2,2,0.0
1-627532005,Accepted-Assigned,Grzegorz,Wed Dec 21 14:33:49 CET 2011,Rolle 1,29,3,2,0.13083875284718918
1-627532005,Accepted-Wait,Grzegorz,Mon Jan 09 14:52:30 CET 2012,Rolle 1,1642721,5,2,0.5505551077886794
1-627532005,Completed-Closed,Grzegorz,Mon Apr 23 13:38:19 CEST 2012,Rolle 1,9063949,4,2,0.6162572924208242
1-627557462,Accepted-In Progress,Lauro,Wed Dec 21 14:57:20 CET 2011,Rolle 1,0,2,2,0.0
1-627557462,Accepted-In Progress,Lauro,Wed Dec 21 14:58:06 CET 2011,Rolle 1,46,2,2,0.14810916684851735
1-627557462,Completed-Closed,Lauro,Wed Feb 01 13:51:37 CET 2012,Rolle 1,3624811,4,2,0.5810008690445555
1-627630611,Accepted-In Progress,Leif,Wed Dec 21 15:43:03 CET 2011,Rolle 1,0,2,2,0.0
1-627630611,Queued-Awaiting Assignment,Leif,Wed Dec 21 15:46:04 CET 2011,Rolle 1,181,1,2,0.20019001202829742
1-627630611,Accepted-In Progress,Anil,Fri Dec 23 09:36:20 CET 2011,Rolle 1,150616,2,2,0.4586397856540711
1-627630611,Completed-Closed,Anil,Tue Jan 10 13:49:48 CET 2012,Rolle 1,1570408,4,2,0.5488233153414029
1-627878397,Accepted-In Progress,Rafal,Thu Dec 22 11:00:33 CET 2011,Rolle 1,0,2,2,0.0
1-627878397,Accepted-In Progress,Rafal,Tue May 29 13:37:20 CEST 2012,Rolle 1,13743407,2,2,0.6322699447961256
1-627878397,Completed-Closed,Rafal,Tue May 29 13:38:04 CEST 2012,Rolle 1,44,4,2,0.14643636248723815
1-627936524,Accepted-In Progress,Bertil,Thu Dec 22 10:03:52 CET 2011,Rolle 1,0,2,2,0.0
1-627936524,Completed-Closed,Bertil,Mon Apr 23 11:20:55 CEST 2012,Rolle 1,10628223,4,2,0.6223817793227289
1-627980711,Accepted-In Progress,Tomas,Thu Dec 22 10:26:34 CET 2011,Rolle 1,0,2,2,0.0
1-627980711,Completed-Closed,Tomas,Wed Feb 01 15:40:27 CET 2012,Rolle 1,3561233,4,2,0.580320158063498
1-628078553,Accepted-In Progress,Vikrant,Thu Dec 22 13:59:52 CET 2011,Rolle 1,0,2,2,0.0
1-628078553,Completed-Closed,Vikrant,Thu Apr 19 17:42:44 CEST 2012,Rolle 1,10291372,4,2,0.6211428212172181
1-628105478,Accepted-In Progress,Ing-Marie,Thu Dec 22 14:57:58 CET 2011,Rolle 1,0,2,2,0.0
1-628105478,Accepted-Assigned,Ing-Marie,Thu Feb 02 12:54:54 CET 2012,Rolle 1,3621416,3,2,0.5809648226102496
1-628105478,Accepted-In Progress,Suresh,Fri Apr 27 15:39:00 CEST 2012,Rolle 1,7350246,2,2,0.6081954198279411
1-628105478,Completed-Closed,Suresh,Fri Apr 27 15:41:34 CEST 2012,Rolle 1,154,4,2,0.19401268974675745
1-628203323,Accepted-In Progress,-,Thu Dec 22 17:18:37 CET 2011,Rolle 1,0,2,2,0.0
1-628203323,Accepted-In Progress,-,Thu Dec 22 17:21:45 CET 2011,Rolle 1,188,2,2,0.2016418235203157
1-628203323,Accepted-Assigned,Rajkishore,Mon Dec 26 16:36:48 CET 2011,Rolle 1,342903,3,2,0.49028816766515704
1-628203323,Accepted-In Progress,Rajkishore,Tue Dec 27 11:05:29 CET 2011,Rolle 1,66521,2,2,0.42720309019172314
1-628203323,Accepted-Wait,Rajkishore,Tue Jan 17 21:43:17 CET 2012,Rolle 1,1852668,5,2,0.5551818100031447
1-628203323,Accepted-In Progress,Rajkishore,Tue Apr 03 22:11:09 CEST 2012,Rolle 1,6650872,2,2,0.6043491224501443
1-628203323,Completed-Closed,Rajkishore,Tue May 08 03:29:27 CEST 2012,Rolle 1,2956698,4,2,0.5731637332141112
1-628222366,Accepted-In Progress,Jay,Thu Dec 22 20:57:48 CET 2011,Rolle 1,0,2,2,0.0
1-628222366,Completed-Closed,Jay,Wed Jan 18 14:51:27 CET 2012,Rolle 1,2310819,4,2,0.5636823785370582
1-628255780,Accepted-In Progress,Jay,Thu Dec 22 20:59:12 CET 2011,Rolle 1,0,2,2,0.0
1-628255780,Completed-Closed,Jay,Wed Jan 18 14:51:12 CET 2012,Rolle 1,2310720,4,2,0.5636807304394095
1-628669941,Accepted-In Progress,Peter,Fri Dec 23 10:46:51 CET 2011,Rolle 1,0,2,2,0.0
1-628669941,Completed-Closed,Peter,Mon Jan 02 09:24:05 CET 2012,Rolle 1,859034,4,2,0.5256160099715852
1-628704675,Accepted-In Progress,Evane,Fri Dec 23 11:16:00 CET 2011,Rolle 1,0,2,2,0.0
1-628704675,Queued-Awaiting Assignment,Evane,Fri Dec 23 11:17:34 CET 2011,Rolle 1,94,1,2,0.17518053386994906
1-628704675,Accepted-In Progress,Evane,Wed Jan 04 12:45:11 CET 2012,Rolle 1,1042057,2,2,0.5330459279575734
1-628704675,Queued-Awaiting Assignment,Edney,Wed Jan 04 12:46:17 CET 2012,Rolle 1,66,1,2,0.16174796011340126
1-628704675,Accepted-In Progress,Ilton,Fri Mar 30 14:14:17 CEST 2012,Rolle 1,7432080,2,2,0.6086213416947316
1-628704675,Completed-Closed,Ilton,Fri Mar 30 14:30:41 CEST 2012,Rolle 1,984,4,2,0.26514916217912654
1-629618537,Accepted-In Progress,Bart,Tue Dec 27 08:06:43 CET 2011,Rolle 1,0,2,2,0.0
1-629618537,Accepted-Assigned,Bart,Tue Dec 27 08:07:18 CET 2011,Rolle 1,35,3,2,0.13785237847112203
1-629618537,Accepted-In Progress,Hugo,Wed Feb 08 11:33:09 CET 2012,Rolle 1,3727551,2,2,0.5820760347092849
1-629618537,Completed-Closed,Hugo,Wed Feb 08 11:40:32 CET 2012,Rolle 1,443,4,2,0.2344968532623428
1-629629428,Accepted-In Progress,Christian,Tue Dec 27 09:05:25 CET 2011,Rolle 1,0,2,2,0.0
1-629629428,Accepted-Assigned,Christian,Tue Feb 21 08:04:40 CET 2012,Rolle 1,4834755,3,2,0.5920808656266575
1-629629428,Accepted-In Progress,Christian,Thu May 24 15:40:31 CEST 2012,Rolle 1,8058951,2,2,0.6117364244172745
1-629629428,Completed-Closed,Christian,Thu May 24 15:41:49 CEST 2012,Rolle 1,78,4,2,0.16808583669090954
1-629642635,Accepted-In Progress,Anders,Tue Dec 27 07:53:22 CET 2011,Rolle 1,0,2,2,0.0
1-629642635,Accepted-In Progress,Anders,Tue Dec 27 07:58:58 CET 2011,Rolle 1,336,2,2,0.22388950320265685
1-629642635,Accepted-Wait,Anders,Wed Feb 01 10:14:07 CET 2012,Rolle 1,3118509,5,2,0.5752134039587679
1-629642635,Accepted-In Progress,Anders,Tue Mar 20 14:29:41 CET 2012,Rolle 1,4162534,2,2,0.5863218942152718
1-629642635,Completed-Closed,Anders,Tue Mar 20 14:30:25 CET 2012,Rolle 1,44,4,2,0.14643636248723815
1-629991273,Accepted-In Progress,Fredrik,Wed Dec 28 04:10:10 CET 2011,Rolle 1,0,2,2,0.0
1-629991273,Accepted-In Progress,Fredrik,Wed Feb 01 12:01:35 CET 2012,Rolle 1,3052285,2,2,0.5743876979427366
1-629991273,Completed-Closed,Fredrik,Wed Feb 01 12:02:09 CET 2012,Rolle 1,34,4,2,0.13676868881852888
1-630156753,Accepted-In Progress,Vinay,Wed Dec 28 09:27:37 CET 2011,Rolle 1,0,2,2,0.0
1-630156753,Queued-Awaiting Assignment,Vinay,Wed Dec 28 09:33:19 CET 2011,Rolle 1,342,1,2,0.22456837562070217
1-630156753,Accepted-In Progress,Vinay,Fri Feb 17 08:59:53 CET 2012,Rolle 1,4404394,2,2,0.5884945394040628
1-630156753,Completed-Closed,Vinay,Fri Feb 17 09:08:22 CET 2012,Rolle 1,509,4,2,0.23982804658384743
1-630493188,Accepted-In Progress,Robert,Thu Dec 29 08:18:50 CET 2011,Rolle 1,0,2,2,0.0
1-630493188,Completed-Closed,Robert,Thu Jan 05 15:21:33 CET 2012,Rolle 1,630163,4,2,0.5136973504231177
1-631001113,Accepted-In Progress,Maria,Thu Dec 29 13:34:26 CET 2011,Rolle 1,0,2,2,0.0
1-631001113,Completed-Closed,Maria,Mon Jan 02 08:23:31 CET 2012,Rolle 1,326945,4,2,0.4884549347956552
1-631117870,Accepted-In Progress,Robert,Fri Dec 30 00:45:55 CET 2011,Rolle 1,0,2,2,0.0
1-631117870,Accepted-Wait,Robert,Fri Dec 30 00:47:40 CET 2011,Rolle 1,105,5,2,0.17939522073672354
1-631117870,Accepted-Wait,Robert,Fri Dec 30 00:49:46 CET 2011,Rolle 1,126,5,2,0.1863483137932328
1-631117870,Queued-Awaiting Assignment,Robert,Tue Jan 24 09:38:12 CET 2012,Rolle 1,2191706,1,2,0.5616465615345494
1-631117870,Accepted-In Progress,Garima,Wed Jan 25 09:53:18 CET 2012,Rolle 1,87306,2,2,0.4376625787601671
1-631117870,Accepted-Wait,Garima,Wed Jan 25 10:21:00 CET 2012,Rolle 1,1662,5,2,0.2852965006065391
1-631117870,Queued-Awaiting Assignment,Robert,Wed Mar 07 13:19:55 CET 2012,Rolle 1,3639535,1,2,0.5811568114819182
1-631117870,Accepted-In Progress,Vaibhav,Mon Mar 12 19:24:36 CET 2012,Rolle 1,453881,2,2,0.5010742073028833
1-631117870,Completed-Closed,Vaibhav,Mon Mar 19 09:54:09 CET 2012,Rolle 1,570573,4,2,0.5098760022342426
1-631509503,Accepted-In Progress,Marlene,Fri Dec 30 15:51:11 CET 2011,Rolle 1,0,2,2,0.0
1-631509503,Completed-Closed,Marlene,Wed Feb 01 14:00:43 CET 2012,Rolle 1,2844572,4,2,0.5716765251071788
1-632486751,Accepted-In Progress,Johan,Mon Jan 02 14:13:30 CET 2012,Rolle 1,0,2,2,0.0
1-632486751,Accepted-Assigned,Johan,Tue Jan 24 13:04:38 CET 2012,Rolle 1,1896668,3,2,0.5560847368715436
1-632486751,Accepted-In Progress,Johan,Tue Jan 24 13:05:35 CET 2012,Rolle 1,57,2,2,0.15619890288382876
1-632486751,Completed-Closed,Johan,Tue Jan 24 13:06:57 CET 2012,Rolle 1,82,4,2,0.16998589886955617
1-633036453,Accepted-In Progress,Srinivasan,Tue Jan 03 14:40:35 CET 2012,Rolle 1,0,2,2,0.0
1-633036453,Queued-Awaiting Assignment,Srinivasan,Tue Jan 03 14:53:17 CET 2012,Rolle 1,762,1,2,0.2553249534473823
1-633036453,Accepted-In Progress,Rijin,Tue Jan 03 14:54:20 CET 2012,Rolle 1,63,2,2,0.1599857387865361
1-633036453,Completed-Closed,Rijin,Wed Feb 29 13:48:12 CET 2012,Rolle 1,4920832,4,2,0.5927597244279343
1-633092732,Accepted-In Progress,Johnny,Tue Jan 03 14:53:21 CET 2012,Rolle 1,0,2,2,0.0
1-633092732,Accepted-In Progress,Johnny,Thu Jan 19 07:35:48 CET 2012,Rolle 1,1356147,2,2,0.5431804659789043
1-633092732,Completed-Closed,Johnny,Thu Jan 19 07:39:52 CET 2012,Rolle 1,244,4,2,0.21162481402542963
1-633184307,Accepted-In Progress,Sean,Tue Jan 03 21:31:30 CET 2012,Rolle 1,0,2,2,0.0
1-633184307,Completed-Closed,Sean,Wed Mar 14 14:23:58 CET 2012,Rolle 1,6108748,4,2,0.6010783004321099
1-634447637,Accepted-In Progress,Sathish,Wed Jan 04 10:39:31 CET 2012,Rolle 1,0,2,2,0.0
1-634447637,Accepted-Wait,Sathish,Wed Jan 04 10:42:06 CET 2012,Rolle 1,155,5,2,0.19426007605695772
1-634447637,Accepted-In Progress,Sathish,Mon Jan 30 05:05:16 CET 2012,Rolle 1,2226190,2,2,0.562247106219007
1-634447637,Completed-Closed,Sathish,Mon Jan 30 05:05:38 CET 2012,Rolle 1,22,4,2,0.12061756691440828
1-634479154,Accepted-In Progress,Johan,Wed Jan 04 11:28:12 CET 2012,Rolle 1,0,2,2,0.0
1-634479154,Completed-Closed,Johan,Tue Mar 06 10:06:32 CET 2012,Rolle 1,5351900,4,2,0.595990073087542
1-634487640,Accepted-In Progress,Vikrant,Wed Jan 04 11:50:05 CET 2012,Rolle 1,0,2,2,0.0
1-634487640,Completed-Closed,Vikrant,Wed Jan 25 14:31:46 CET 2012,Rolle 1,1824101,4,2,0.5545840300484952
1-634506651,Accepted-In Progress,Kjell,Wed Jan 04 12:36:18 CET 2012,Rolle 1,0,2,2,0.0
1-634506651,Completed-Closed,Kjell,Wed Jan 04 12:53:35 CET 2012,Rolle 1,1037,4,2,0.26716527083584385
1-634533656,Accepted-In Progress,Peter,Wed Jan 04 13:02:22 CET 2012,Rolle 1,0,2,2,0.0
1-634533656,Completed-Closed,Peter,Mon Jan 09 13:11:00 CET 2012,Rolle 1,432518,4,2,0.49921960554815853
1-635351501,Accepted-In Progress,Frederic,Thu Jan 05 13:27:48 CET 2012,Rolle 1,0,2,2,0.0
1-635351501,Completed-Closed,Frederic,Mon May 14 08:42:53 CEST 2012,Rolle 1,11211305,4,2,0.6244363643729622
1-635382525,Accepted-In Progress,Ewa,Thu Jan 05 14:48:54 CET 2012,Rolle 1,0,2,2,0.0
1-635382525,Completed-Closed,Ewa,Tue Jan 10 15:36:47 CET 2012,Rolle 1,434873,4,2,0.49942849216736096
1-635404161,Accepted-In Progress,Patrik,Thu Jan 05 14:10:14 CET 2012,Rolle 1,0,2,2,0.0
1-635404161,Accepted-Wait,Patrik,Thu Jan 05 14:10:27 CET 2012,Rolle 1,13,5,2,0.10152041500465675
1-635404161,Completed-Closed,Patrik,Tue Jan 24 09:30:20 CET 2012,Rolle 1,1624793,4,2,0.5501329711631715
1-636080278,Accepted-In Progress,Prasad,Fri Jan 06 15:40:03 CET 2012,Rolle 1,0,2,2,0.0
1-636080278,Queued-Awaiting Assignment,Prasad,Fri Jan 06 15:51:57 CET 2012,Rolle 1,714,1,2,0.25282544785013394
1-636080278,Accepted-In Progress,Pushkar,Fri Jan 06 15:59:41 CET 2012,Rolle 1,464,2,2,0.23627458918456243
1-636080278,Queued-Awaiting Assignment,Rafal,Fri Jan 06 16:06:24 CET 2012,Rolle 1,403,1,2,0.23086506010635272
1-636080278,Queued-Awaiting Assignment,Prasad,Mon Jan 09 12:54:45 CET 2012,Rolle 1,247701,1,2,0.4777773037902408
1-636080278,Accepted-In Progress,Jitender,Mon Jan 09 15:28:35 CET 2012,Rolle 1,9230,2,2,0.3512292573461584
1-636080278,Queued-Awaiting Assignment,Malin,Mon Jan 09 15:30:19 CET 2012,Rolle 1,104,1,2,0.17903058825633386
1-636080278,Accepted-In Progress,Jaroslaw,Tue Jan 10 11:10:26 CET 2012,Rolle 1,70807,2,2,0.42960503136769884
1-636080278,Queued-Awaiting Assignment,Aaron,Tue Jan 10 11:24:16 CET 2012,Rolle 1,830,1,2,0.25860907189761323
1-636080278,Accepted-In Progress,Aaron,Wed Feb 01 15:21:10 CET 2012,Rolle 1,1915014,2,2,0.5564550442870831
1-636080278,Completed-Closed,Aaron,Wed Feb 01 15:21:59 CET 2012,Rolle 1,49,4,2,0.15048941702101234
1-636102195,Accepted-In Progress,Robert,Fri Jan 06 16:05:47 CET 2012,Rolle 1,0,2,2,0.0
1-636102195,Accepted-Wait,Robert,Fri Jan 06 16:15:10 CET 2012,Rolle 1,563,5,2,0.2436996458818344
1-636102195,Queued-Awaiting Assignment,Robert,Sat Jan 21 03:17:23 CET 2012,Rolle 1,1249333,1,2,0.5400246030262328
1-636102195,Accepted-Assigned,Hineesh,Wed Feb 29 13:04:23 CET 2012,Rolle 1,3404820,3,2,0.5785923579295251
1-636102195,Accepted-Wait,Hineesh,Mon Mar 05 16:30:53 CET 2012,Rolle 1,444390,5,2,0.5002612750683081
1-636102195,Completed-Closed,Hineesh,Wed Mar 28 17:51:35 CEST 2012,Rolle 1,1988442,4,2,0.5579024756453116
1-636501102,Accepted-In Progress,Mikael,Sat Jan 07 11:40:01 CET 2012,Rolle 1,0,2,2,0.0
1-636501102,Completed-Closed,Mikael,Mon Jan 30 18:01:01 CET 2012,Rolle 1,2010060,4,2,0.5583184406211569
1-636789520,Accepted-In Progress,Karin,Mon Jan 09 07:56:13 CET 2012,Rolle 1,0,2,2,0.0
1-636789520,Completed-Closed,Karin,Mon Feb 20 08:57:45 CET 2012,Rolle 1,3632492,4,2,0.5810822976706572
1-636849620,Accepted-In Progress,Beata,Mon Jan 09 08:30:45 CET 2012,Rolle 1,0,2,2,0.0
1-636849620,Accepted-Assigned,Beata,Mon Jan 09 08:33:25 CET 2012,Rolle 1,160,3,2,0.195473692121309
1-636849620,Accepted-In Progress,Beata,Fri Feb 17 08:57:41 CET 2012,Rolle 1,3371056,2,2,0.5782089805684775
1-636849620,Accepted-Wait,Beata,Wed Mar 28 13:25:34 CEST 2012,Rolle 1,3468473,5,2,0.5793048841724853
1-636849620,Completed-Closed,Beata,Fri Mar 30 15:14:33 CEST 2012,Rolle 1,179339,4,2,0.46535419214189544
1-636852199,Accepted-Assigned,Radoslaw,Mon Jan 09 10:34:33 CET 2012,Rolle 1,0,3,2,0.0
1-636852199,Accepted-Assigned,Miroslawa,Tue Jan 10 06:21:49 CET 2012,Rolle 1,71236,3,2,0.42983739449716163
1-636852199,Accepted-In Progress,Miroslawa,Fri Jan 13 10:15:44 CET 2012,Rolle 1,273235,2,2,0.48155142229840825
1-636852199,Completed-Closed,Miroslawa,Tue Jan 17 14:45:12 CET 2012,Rolle 1,361768,4,2,0.49234835882252637
1-636867758,Accepted-In Progress,Ann,Mon Jan 09 09:07:32 CET 2012,Rolle 1,0,2,2,0.0
1-636867758,Completed-Closed,Ann,Fri Mar 30 13:14:54 CEST 2012,Rolle 1,7009642,4,2,0.6063702022178562
1-636931254,Accepted-In Progress,Jitender,Mon Jan 09 10:19:06 CET 2012,Rolle 1,0,2,2,0.0
1-636931254,Accepted-In Progress,Jitender,Mon Jan 09 10:21:20 CET 2012,Rolle 1,134,2,2,0.18869826192504316
1-636931254,Accepted-In Progress,Jitender,Mon Jan 09 11:44:21 CET 2012,Rolle 1,4981,2,2,0.3275043875852409
1-636931254,Queued-Awaiting Assignment,Prasad,Mon Jan 09 11:45:27 CET 2012,Rolle 1,66,1,2,0.16174796011340126
1-636931254,Accepted-In Progress,Jitender,Mon Jan 09 11:45:51 CET 2012,Rolle 1,24,2,2,0.12382512722325634
